machine,task_num,link_num,recommend
9,83,377,TA
8,98,421,TA
9,81,338,TA
9,81,371,TA
5,81,305,TA
10,80,341,TA
5,84,363,TA
10,93,436,TA
6,96,453,TA
7,98,406,TA
6,93,338,TA
5,93,402,GA
7,81,337,TA
6,95,406,TA
5,81,309,TA
10,81,319,TA
8,87,379,TA
6,99,458,TA
8,91,340,TA
7,84,386,TA
9,81,344,TA
6,93,432,TA
8,80,332,TA
8,97,463,TA
8,88,425,GA
10,81,296,TA
10,87,330,TA
5,98,386,GA
8,93,380,TA
9,97,399,TA
8,99,407,TA
9,83,357,TA
6,96,433,TA
10,89,455,TA
8,95,397,TA
6,95,374,TA
9,93,383,TA
9,99,453,TA
5,82,337,GA
5,83,314,TA
10,86,305,TA
6,91,410,TA
7,100,425,TA
10,82,347,TA
7,85,356,TA
5,80,329,TA
9,81,337,TA
6,86,380,TA
8,80,341,TA
6,96,395,TA
7,92,386,TA
6,98,405,TA
7,93,428,TA
5,93,366,TA
9,89,340,TA
8,99,468,TA
10,88,431,TA
6,81,325,TA
7,88,360,TA
10,80,316,TA
6,83,405,TA
10,87,371,TA
10,97,421,TA
6,95,372,TA
8,86,366,TA
5,99,400,TA
9,81,343,TA
7,95,378,TA
7,81,349,TA
7,82,322,TA
8,99,409,TA
9,85,381,TA
5,95,421,GA
9,93,387,TA
6,95,338,TA
5,87,426,TA
9,88,388,TA
9,98,418,TA
10,84,336,TA
8,85,413,TA
6,96,377,TA
9,81,308,TA
10,93,376,TA
10,89,383,TA
10,94,398,TA
8,99,387,TA
7,94,409,TA
7,91,395,TA
7,87,409,TA
10,98,427,TA
7,88,372,TA
8,80,304,TA
8,85,354,TA
10,100,477,TA
10,97,393,TA
5,89,410,TA
7,87,353,TA
9,99,425,TA
5,89,399,TA
10,90,378,TA
8,88,365,TA
9,84,383,TA
9,100,365,TA
7,96,440,TA
7,91,389,TA
7,90,359,TA
10,87,379,TA
7,91,364,TA
10,97,414,TA
6,87,358,TA
6,92,396,TA
8,91,443,TA
8,93,390,TA
6,84,347,TA
6,99,447,TA
9,82,348,TA
6,85,342,TA
6,99,397,GA
6,92,384,TA
7,92,348,TA
8,92,326,TA
8,82,365,TA
8,92,396,TA
10,83,349,TA
6,98,386,TA
10,93,397,TA
7,81,365,TA
9,96,416,TA
6,95,437,TA
5,82,335,TA
7,94,358,TA
7,88,327,TA
6,97,397,TA
8,86,342,TA
9,96,446,TA
8,90,396,TA
10,87,368,TA
10,82,350,TA
6,99,429,TA
8,85,353,TA
8,95,397,TA
7,80,333,TA
5,85,378,TA
5,93,419,TA
10,96,418,TA
10,83,391,TA
8,98,396,TA
9,81,356,TA
5,91,391,TA
9,90,369,TA
8,98,386,TA
8,84,368,TA
6,91,392,GA
7,93,400,TA
10,81,325,TA
5,98,476,TA
7,93,416,TA
7,90,379,TA
10,84,376,TA
5,96,414,TA
9,85,359,TA
10,80,376,TA
5,94,403,TA
9,97,389,TA
8,83,330,TA
7,82,329,TA
6,99,393,TA
6,87,355,TA
10,99,411,TA
9,92,373,TA
5,82,338,TA
5,83,366,TA
7,86,383,TA
5,95,391,TA
6,85,358,TA
6,93,386,TA
5,86,362,TA
7,82,349,TA
9,84,384,TA
5,85,351,TA
6,88,411,TA
7,90,403,TA
7,82,355,TA
9,82,370,TA
5,100,428,TA
6,85,394,TA
5,94,401,TA
10,84,365,TA
8,96,428,TA
7,96,372,TA
5,86,317,TA
9,94,374,TA
7,97,393,TA
9,92,391,TA
7,86,344,TA
8,80,305,GA
7,87,393,TA
7,82,380,TA
5,92,392,GA
9,96,394,TA
6,87,357,TA
7,100,457,TA
9,82,360,TA
6,89,339,TA
5,84,375,TA
5,100,388,TA
9,95,453,TA
10,91,370,TA
5,88,383,TA
6,99,397,TA
8,83,346,TA
7,93,392,TA
6,80,332,TA
9,91,395,TA
9,84,376,TA
7,92,374,TA
7,82,328,TA
8,89,377,TA
7,97,399,TA
7,98,385,TA
6,100,441,TA
10,90,409,TA
6,97,358,TA
6,89,348,TA
7,82,350,TA
6,84,308,TA
10,82,363,TA
7,83,351,TA
5,83,347,TA
7,99,433,TA
9,88,369,TA
5,96,401,TA
6,98,456,TA
6,89,349,TA
10,82,339,TA
9,83,328,TA
8,100,459,TA
7,98,440,TA
8,82,347,TA
5,94,405,TA
8,98,395,TA
10,88,345,TA
5,96,369,TA
6,80,323,TA
7,83,321,TA
7,94,418,TA
6,82,340,TA
9,87,373,TA
10,87,390,TA
8,99,356,TA
5,85,308,TA
8,94,402,TA
5,80,334,TA
8,93,425,TA
10,93,396,TA
8,82,318,TA
7,89,383,TA
6,92,369,TA
9,87,369,TA
8,93,359,TA
5,96,439,TA
6,85,347,TA
9,86,395,TA
8,97,361,TA
10,84,372,TA
10,99,416,TA
5,96,403,TA
5,81,366,TA
10,96,375,TA
8,84,370,TA
6,88,364,TA
6,84,339,TA
5,100,418,TA
6,89,402,TA
5,86,370,TA
10,81,327,TA
5,84,324,TA
9,84,335,TA
7,85,394,TA
7,84,367,TA
6,97,503,TA
5,99,430,TA
6,94,399,TA
5,93,416,TA
6,88,332,TA
8,89,383,TA
9,96,351,TA
7,83,349,TA
7,91,407,TA
9,99,449,TA
10,92,378,TA
9,99,405,TA
10,93,391,TA
9,99,452,TA
9,99,378,TA
6,98,417,TA
9,90,347,TA
7,96,424,TA
10,96,427,TA
8,80,316,TA
9,81,358,TA
5,80,368,TA
5,80,318,TA
5,97,410,GA
7,82,295,TA
8,91,402,TA
8,90,380,TA
7,99,459,TA
5,91,406,TA
8,99,490,TA
9,85,351,TA
6,86,355,TA
6,89,365,TA
5,86,375,TA
8,85,312,TA
10,95,386,TA
7,82,319,TA
7,93,460,TA
5,84,378,TA
9,96,414,TA
10,93,345,TA
10,85,363,TA
7,94,412,TA
8,96,433,TA
6,96,416,TA
5,84,349,TA
10,92,403,TA
8,80,371,TA
10,90,399,TA
9,92,409,TA
10,81,324,TA
9,88,365,TA
9,91,403,TA
8,90,388,TA
9,91,380,TA
9,88,397,TA
7,82,367,TA
7,86,330,TA
5,82,330,TA
9,88,404,TA
8,80,341,TA
5,82,341,TA
10,85,354,TA
8,98,476,TA
8,89,351,TA
9,84,363,TA
8,96,449,TA
10,97,384,TA
7,90,366,TA
7,87,440,TA
8,95,422,TA
9,90,381,TA
5,80,369,TA
6,80,329,TA
5,83,338,TA
5,98,479,TA
6,81,353,TA
9,90,414,TA
9,87,372,TA
8,81,357,TA
8,98,483,TA
7,92,404,TA
10,80,334,TA
5,84,338,TA
8,84,373,TA
6,96,393,TA
5,85,354,TA
6,90,390,TA
8,85,345,TA
6,98,354,TA
10,82,302,TA
7,81,392,TA
10,83,314,TA
6,97,424,TA
5,91,365,TA
7,91,412,TA
10,95,383,TA
5,98,397,TA
10,83,372,TA
7,93,425,TA
10,97,435,TA
9,100,422,TA
10,85,334,TA
10,90,410,TA
7,85,354,TA
10,88,381,TA
8,91,367,TA
5,88,338,TA
10,83,380,TA
8,85,373,TA
7,89,385,TA
6,92,427,TA
8,91,392,TA
10,88,393,TA
5,97,421,TA
10,84,382,TA
10,98,400,TA
5,87,382,TA
8,99,446,TA
9,90,366,TA
9,89,375,TA
9,86,378,TA
7,89,354,TA
7,93,395,TA
6,86,387,GA
10,92,380,TA
10,94,402,TA
8,93,392,TA
8,88,325,TA
5,91,382,TA
6,90,400,TA
9,91,355,TA
5,87,335,TA
6,93,379,TA
8,81,337,TA
7,95,441,TA
6,92,440,TA
6,81,352,TA
5,99,347,TA
7,85,421,TA
7,83,331,TA
7,81,319,TA
9,88,367,TA
7,87,345,TA
5,81,353,TA
5,97,390,TA
8,82,350,TA
8,96,431,TA
7,86,341,GA
9,82,333,TA
9,90,403,TA
5,92,401,TA
6,95,393,TA
6,90,342,TA
10,85,339,TA
10,97,429,TA
8,80,364,TA
9,89,389,TA
9,82,317,TA
6,86,308,TA
8,88,363,TA
6,92,401,TA
5,86,356,TA
8,87,368,TA
8,80,322,TA
6,95,397,TA
6,89,346,TA
8,93,348,TA
5,77,329,TA
10,42,166,TA
6,72,338,TA
5,67,287,TA
9,3,2,TA
9,20,62,TA
6,72,315,TA
8,49,204,TA
9,55,241,TA
6,59,210,TA
6,41,139,TA
9,57,211,TA
6,25,118,TA
5,71,303,TA
10,58,271,TA
9,25,86,TA
6,48,183,TA
6,31,138,TA
5,40,168,TA
10,40,173,TA
9,34,106,TA
8,40,159,TA
7,56,220,TA
9,79,324,TA
5,33,142,TA
5,18,73,TA
5,67,242,TA
10,13,30,TA
10,62,274,TA
5,22,73,TA
9,54,207,TA
5,22,65,TA
5,33,150,TA
9,45,179,GA
7,23,76,TA
9,7,17,TA
10,51,206,TA
10,61,268,TA
10,56,252,TA
6,65,267,TA
10,75,298,TA
6,29,121,TA
5,12,31,TA
8,74,348,TA
8,26,94,TA
10,49,215,TA
9,68,309,TA
8,69,279,TA
6,73,298,TA
8,27,112,TA
9,40,189,TA
7,56,280,TA
6,14,34,TA
9,55,241,TA
10,27,82,TA
6,22,83,TA
8,20,74,TA
7,60,192,TA
6,46,174,TA
5,9,12,TA
6,56,230,TA
5,57,242,TA
10,21,70,TA
10,77,337,GA
9,3,2,TA
6,43,126,TA
9,29,122,TA
9,14,51,TA
7,34,118,TA
8,42,162,TA
6,6,8,TA
6,4,6,TA
6,17,29,TA
10,35,145,TA
5,66,266,TA
5,43,185,TA
8,23,82,TA
5,72,260,TA
8,40,176,TA
5,51,207,TA
9,17,58,TA
8,48,199,TA
10,74,328,TA
9,45,176,TA
7,77,314,TA
8,54,241,TA
6,76,323,TA
8,20,68,TA
5,37,128,GA
5,34,145,TA
7,71,310,TA
6,3,1,TA
5,29,80,TA
9,65,257,TA
5,6,7,TA
8,61,252,TA
7,11,27,TA
5,34,158,GA
8,20,71,TA
6,65,322,GA
7,27,127,TA
5,68,269,TA
6,7,7,TA
7,80,316,TA
7,71,281,TA
6,61,241,TA
5,34,156,TA
6,12,28,TA
10,70,266,TA
7,32,115,TA
7,28,85,TA
7,56,244,TA
7,47,173,TA
5,64,245,TA
7,29,78,TA
9,49,180,TA
8,80,332,TA
9,54,211,TA
6,15,44,TA
9,55,229,TA
7,46,215,TA
8,24,87,TA
8,70,316,TA
5,38,146,TA
6,43,195,TA
7,24,54,TA
10,80,370,TA
10,62,286,TA
8,15,59,TA
8,72,258,TA
6,5,7,TA
8,21,67,TA
7,77,350,TA
7,72,243,TA
5,32,132,TA
8,23,62,TA
7,22,67,TA
10,60,232,TA
5,75,320,TA
6,37,104,TA
10,52,192,TA
10,52,222,TA
10,36,131,TA
6,64,256,TA
6,3,1,TA
5,61,232,TA
8,64,285,TA
7,26,72,TA
8,4,5,TA
10,28,90,TA
5,44,176,GA
9,38,168,TA
10,45,194,TA
9,15,37,TA
6,23,72,TA
8,15,52,TA
9,16,46,TA
6,6,9,TA
8,36,143,TA
6,24,95,TA
8,4,3,TA
5,39,143,TA
9,39,150,TA
7,49,183,TA
6,77,307,TA
5,62,253,TA
6,76,289,TA
8,76,276,TA
6,3,2,TA
8,24,76,TA
8,72,279,TA
6,23,59,TA
10,27,96,TA
8,56,191,TA
10,8,10,TA
9,31,93,TA
7,47,169,TA
5,73,283,TA
10,36,155,TA
10,56,226,TA
9,59,245,TA
5,27,102,TA
10,61,228,TA
9,27,104,TA
7,12,21,TA
7,9,19,TA
7,26,91,TA
10,6,10,TA
9,35,121,TA
9,30,103,TA
8,53,199,TA
8,63,272,TA
6,55,251,GA
8,24,61,TA
7,20,80,TA
9,10,15,TA
8,26,111,TA
7,8,13,TA
10,46,203,TA
5,49,166,TA
9,26,75,TA
5,74,281,TA
9,63,253,TA
10,11,32,TA
9,16,35,TA
5,29,111,TA
10,39,135,TA
5,25,87,TA
9,59,246,TA
8,26,77,TA
5,53,209,TA
5,8,11,TA
8,43,159,TA
10,23,85,TA
5,11,32,TA
5,16,51,TA
5,70,267,TA
6,79,350,TA
8,2,0,TA
10,40,140,TA
8,15,47,TA
10,9,19,TA
10,4,3,TA
7,8,14,TA
10,4,6,TA
10,53,210,TA
7,19,63,TA
5,53,220,TA
6,57,253,TA
10,4,3,TA
8,40,158,TA
5,14,49,TA
8,71,300,TA
10,51,227,TA
10,49,153,TA
9,69,296,TA
10,14,54,TA
10,77,316,TA
10,21,73,TA
6,75,283,TA
6,6,7,TA
7,45,169,TA
9,52,237,TA
5,73,319,TA
10,45,184,TA
6,1,0,TA
10,28,106,TA
7,46,180,TA
10,59,253,TA
6,14,35,TA
10,35,131,TA
7,35,121,TA
8,57,238,TA
5,9,26,TA
6,43,171,TA
9,30,115,TA
8,3,1,TA
7,49,187,TA
10,76,326,TA
7,46,155,TA
7,64,304,TA
7,38,145,TA
9,41,147,TA
6,67,306,GA
10,54,212,TA
5,53,251,TA
10,73,335,TA
9,70,314,TA
5,78,333,TA
8,10,17,TA
10,16,47,TA
8,12,30,TA
5,35,169,TA
7,57,268,TA
7,34,126,TA
9,46,167,TA
8,49,203,TA
5,21,75,TA
7,68,321,TA
9,31,98,TA
8,11,33,TA
7,43,195,TA
8,8,16,TA
7,69,285,TA
10,43,165,TA
8,5,5,TA
10,10,25,TA
8,15,37,TA
7,9,20,TA
7,13,28,TA
5,60,265,TA
9,27,108,TA
7,73,352,TA
6,49,233,TA
6,16,44,TA
7,52,221,TA
5,63,285,TA
7,33,139,TA
9,66,277,TA
7,49,202,TA
6,62,276,TA
8,44,168,TA
9,43,186,TA
8,13,39,TA
5,18,52,TA
7,51,224,TA
5,72,292,TA
10,30,107,TA
6,18,85,TA
7,67,256,GA
9,16,46,TA
5,43,205,TA
6,78,331,TA
6,49,202,TA
10,38,167,TA
8,46,190,TA
5,34,117,GA
5,54,217,TA
7,73,303,TA
10,67,288,TA
10,51,214,TA
7,41,135,TA
5,76,302,TA
5,43,190,TA
7,21,50,TA
9,80,316,TA
9,41,168,TA
9,48,216,TA
8,13,36,TA
7,13,44,TA
9,5,5,TA
7,24,86,TA
9,18,68,TA
8,33,144,GA
6,58,252,TA
5,46,186,TA
7,38,142,TA
9,17,48,TA
8,44,155,TA
6,33,122,TA
8,36,124,TA
6,18,43,TA
7,77,345,TA
6,73,278,TA
6,69,305,TA
9,54,226,TA
6,80,340,TA
6,52,227,GA
10,59,239,TA
9,63,254,TA
9,36,148,TA
10,25,84,TA
5,63,280,TA
8,2,0,TA
9,21,74,TA
5,34,130,TA
5,30,135,TA
10,51,179,TA
8,24,86,TA
6,15,27,TA
9,50,195,TA
9,12,31,TA
8,79,360,TA
7,73,282,TA
5,67,286,TA
7,28,106,TA
7,35,139,TA
10,1,0,TA
8,8,12,TA
7,76,354,TA
10,74,271,TA
8,68,296,TA
10,55,221,TA
5,76,309,TA
8,57,214,TA
10,60,268,TA
10,14,43,TA
10,29,114,TA
9,33,126,TA
6,19,52,TA
8,28,97,TA
9,75,329,TA
5,41,130,TA
7,3,1,TA
6,16,55,TA
5,76,330,TA
5,61,232,TA
6,63,285,GA
9,41,185,TA
8,21,77,TA
7,39,168,TA
7,37,118,TA
5,30,102,TA
6,69,304,TA
9,33,118,TA
10,9,17,TA
6,1,0,TA
6,39,156,GA
7,73,305,TA
8,57,219,TA
9,31,117,TA
5,32,130,TA
10,55,204,TA
7,10,31,TA
7,19,64,TA
6,52,217,TA
5,74,276,TA
8,32,112,TA
7,42,144,TA
6,70,314,GA
6,76,343,TA
9,55,234,TA
6,78,381,TA
5,64,332,TA
9,37,138,TA
9,19,65,TA
5,51,203,TA
7,64,280,TA
10,70,296,TA
8,66,237,TA
5,47,180,TA
10,66,265,TA
8,58,260,TA
6,39,139,TA
10,44,158,TA
5,74,337,TA
10,24,70,TA
7,44,189,TA
8,58,237,TA
10,31,124,TA
6,43,204,TA
6,20,71,TA
10,39,113,TA
8,79,352,TA
10,6,4,TA
9,9,20,TA
7,72,279,TA
5,74,308,TA
8,39,156,TA
9,9,16,TA
6,51,199,TA
9,68,281,TA
8,50,204,TA
5,41,154,TA
7,11,27,TA
10,43,148,TA
10,66,277,TA
5,24,63,TA
7,30,105,TA
10,21,64,TA
10,50,196,TA
10,74,314,TA
6,15,45,TA
9,73,318,TA
6,23,98,TA
5,29,116,TA
10,27,117,TA
10,44,180,TA
5,16,51,TA
9,31,142,TA
6,52,237,TA
6,49,168,TA
5,12,33,TA
6,71,295,TA
9,46,185,TA
5,79,284,TA
9,50,201,TA
9,18,80,TA
8,70,291,TA
10,71,327,TA
8,57,206,TA
7,44,172,TA
10,66,233,TA
6,31,136,TA
9,64,269,TA
6,36,131,TA
7,35,119,GA
8,49,177,TA
6,14,34,TA
6,1,0,TA
10,80,407,TA
8,9,18,TA
9,28,100,TA
7,5,9,TA
10,4,4,TA
7,38,162,GA
10,9,10,TA
5,72,306,TA
7,67,247,GA
9,48,192,TA
8,52,217,TA
10,2,0,TA
8,40,141,TA
8,7,7,TA
9,26,102,TA
6,53,266,GA
10,74,279,TA
9,33,96,TA
10,17,64,TA
7,23,72,TA
7,67,256,TA
8,71,346,GA
9,25,88,TA
6,52,178,TA
7,37,161,TA
5,49,199,TA
9,37,139,TA
5,37,154,TA
6,12,28,TA
7,55,230,GA
8,7,14,TA
6,5,4,TA
8,6,7,TA
9,79,296,TA
7,14,33,TA
9,62,258,TA
6,13,45,TA
5,49,205,TA
7,24,77,TA
9,30,112,TA
5,55,211,GA
10,30,113,TA
6,44,187,TA
8,64,294,TA
9,1,0,TA
9,42,194,TA
7,30,123,TA
9,61,244,TA
8,64,267,TA
8,74,296,TA
8,77,306,TA
8,32,94,TA
6,61,260,TA
9,44,207,TA
7,24,94,TA
7,33,127,TA
7,8,23,TA
9,47,172,TA
5,16,45,TA
9,25,95,TA
5,36,122,GA
7,20,91,TA
5,22,70,TA
5,57,250,TA
10,26,64,TA
10,77,300,TA
5,53,222,TA
10,55,269,TA
8,53,221,TA
8,72,335,TA
6,21,63,TA
8,53,205,TA
9,27,80,TA
6,8,14,TA
6,28,108,TA
5,9,20,TA
9,68,291,TA
5,58,252,TA
9,44,199,TA
9,43,199,TA
10,63,227,TA
10,76,304,TA
10,68,282,TA
8,7,12,TA
7,38,133,TA
10,39,127,TA
8,79,291,TA
6,13,43,TA
6,50,219,TA
6,38,152,TA
8,8,19,TA
5,33,125,TA
6,79,341,TA
7,79,356,TA
6,40,129,TA
6,4,1,TA
6,7,5,TA
8,46,199,TA
5,48,185,TA
10,55,231,TA
6,39,153,TA
8,53,256,TA
9,67,275,TA
10,18,42,TA
6,39,159,TA
8,2,0,TA
6,16,77,TA
8,66,260,TA
5,46,185,GA
8,64,253,TA
8,44,170,TA
8,55,244,TA
8,48,197,TA
7,30,102,TA
7,5,2,TA
7,24,85,TA
8,6,11,TA
10,77,332,TA
5,57,223,TA
7,3,1,TA
9,52,195,TA
6,9,7,TA
6,47,174,TA
7,12,40,TA
10,5,8,TA
7,39,161,TA
10,76,305,TA
9,2,1,TA
8,35,158,TA
7,59,281,TA
5,28,108,TA
8,61,227,TA
8,10,6,TA
7,31,112,TA
7,22,88,TA
5,22,77,TA
7,39,137,TA
9,33,118,TA
8,12,32,TA
7,22,85,TA
9,72,283,TA
6,68,274,GA
6,74,305,TA
7,55,195,TA
6,61,246,TA
7,24,65,TA
10,1,0,TA
6,61,247,TA
7,11,23,TA
6,79,337,TA
9,2,0,TA
10,47,187,TA
8,52,192,GA
8,28,95,TA
8,36,139,TA
5,59,248,TA
5,35,126,TA
5,9,14,TA
10,48,213,TA
10,3,0,TA
8,29,93,TA
6,51,211,TA
5,19,57,TA
7,75,307,TA
6,75,335,TA
10,61,243,TA
10,6,8,TA
5,77,302,TA
6,31,125,TA
5,69,317,GA
5,66,260,TA
8,79,348,TA
5,16,36,TA
10,30,99,TA
5,43,157,TA
7,31,107,TA
7,40,156,TA
9,19,66,TA
8,19,72,TA
10,68,259,TA
5,13,44,TA
6,30,122,TA
10,42,174,TA
6,41,187,TA
6,34,146,TA
5,14,33,TA
6,8,12,TA
8,35,141,TA
5,30,125,TA
6,41,185,TA
7,18,60,TA
6,61,271,TA
8,47,208,TA
7,59,233,TA
6,70,296,TA
8,10,28,TA
9,68,274,TA
8,57,206,TA
8,59,253,TA
9,7,9,TA
7,45,166,TA
7,11,34,TA
9,75,301,TA
7,28,107,GA
7,30,111,TA
6,21,69,TA
10,21,51,TA
5,33,140,TA
8,40,181,TA
9,78,366,TA
7,13,41,TA
10,42,174,TA
6,66,280,TA
6,11,17,TA
6,37,165,TA
6,61,269,GA
10,33,144,TA
10,4,3,TA
8,40,164,TA
8,57,225,TA
10,19,67,TA
9,7,12,TA
6,12,34,TA
6,1,0,TA
8,47,161,TA
8,58,228,TA
7,21,58,TA
9,62,217,TA
7,33,119,TA
8,59,253,TA
6,64,253,TA
6,10,14,TA
6,75,304,GA
6,68,291,TA
9,38,145,TA
7,34,134,TA
6,53,228,GA
8,46,192,TA
6,54,199,TA
6,46,196,TA
7,38,145,TA
8,27,101,TA
5,50,197,TA
8,34,136,TA
6,11,32,TA
10,49,234,TA
6,29,106,TA
8,73,282,TA
10,41,194,TA
10,55,197,TA
10,8,18,TA
10,5,3,TA
9,47,187,TA
9,31,105,TA
9,63,268,TA
5,59,270,TA
7,55,247,TA
9,6,8,TA
9,12,26,TA
6,58,235,TA
8,21,56,TA
8,77,344,TA
6,49,170,TA
10,54,218,TA
9,60,269,TA
5,51,196,TA
9,8,20,TA
8,26,94,TA
10,2,0,TA
7,7,6,TA
7,37,134,TA
10,35,160,TA
6,27,120,TA
7,38,147,TA
6,31,99,TA
7,53,208,TA
5,38,122,GA
10,76,309,TA
6,74,288,TA
9,8,11,TA
9,27,110,TA
6,29,111,TA
7,2,1,TA
5,24,100,TA
8,77,311,TA
7,51,210,GA
5,77,312,TA
10,69,320,TA
10,46,197,TA
9,52,225,TA
8,33,147,TA
8,42,200,TA
10,75,318,TA
7,40,152,TA
10,7,6,TA
7,22,63,TA
9,48,214,TA
8,72,281,TA
7,48,158,GA
6,27,94,TA
7,31,132,TA
8,15,37,TA
7,33,134,TA
8,71,309,GA
7,47,209,TA
7,69,288,TA
7,25,83,TA
8,23,96,TA
8,48,211,TA
10,69,270,TA
5,69,306,TA
10,33,145,TA
9,79,332,TA
5,80,314,GA
5,70,276,TA
7,8,10,TA
6,64,270,TA
5,51,234,TA
8,64,230,TA
6,48,212,TA
10,14,33,TA
6,25,100,TA
8,14,33,TA
10,54,260,TA
6,15,41,TA
9,73,311,TA
10,5,8,TA
10,58,234,TA
8,68,290,TA
7,15,43,TA
10,13,50,TA
6,39,143,TA
7,53,251,TA
9,72,276,TA
6,74,309,TA
8,34,124,TA
10,8,15,TA
7,28,116,TA
10,48,199,TA
8,19,64,TA
6,22,85,GA
7,53,200,TA
8,28,123,TA
8,13,30,TA
7,24,81,TA
8,46,188,TA
7,64,285,TA
8,17,48,TA
6,23,71,TA
9,22,65,TA
5,31,106,TA
9,42,172,TA
9,27,110,TA
9,13,46,TA
10,58,216,TA
5,67,282,TA
5,22,67,TA
9,60,257,TA
6,64,317,GA
10,62,287,TA
5,33,134,TA
6,54,211,TA
9,76,273,TA
7,1,0,TA
8,29,87,TA
7,19,55,TA
10,7,15,TA
9,57,227,TA
6,39,171,TA
9,9,23,TA
7,10,24,TA
6,12,33,TA
7,53,199,GA
8,34,108,TA
10,29,122,TA
6,76,324,TA
6,28,89,GA
5,70,298,TA
9,50,218,TA
7,21,71,TA
5,51,183,GA
9,47,188,TA
9,3,0,TA
8,70,247,TA
5,41,177,TA
9,71,244,TA
7,9,11,TA
10,19,39,TA
8,31,117,TA
6,8,19,TA
9,64,282,TA
7,3,1,TA
9,72,312,TA
6,48,214,TA
10,70,294,TA
7,34,126,TA
8,65,298,TA
7,23,58,TA
9,6,4,TA
7,27,112,TA
8,50,219,TA
8,60,249,TA
5,25,95,TA
5,19,67,TA
7,71,304,TA
5,74,330,TA
7,65,226,TA
8,44,188,TA
10,41,159,TA
9,1,0,TA
7,49,214,TA
6,42,185,TA
10,75,320,TA
6,17,60,TA
5,65,277,GA
9,49,185,TA
8,31,110,TA
6,38,138,GA
6,37,171,TA
10,18,65,TA
10,76,276,GA
9,30,95,TA
5,61,237,TA
5,54,210,GA
7,35,136,TA
8,77,297,TA
8,15,29,TA
8,24,106,TA
8,69,275,TA
8,75,319,TA
6,48,172,TA
10,48,171,TA
7,8,7,TA
8,58,229,TA
9,15,44,TA
8,44,175,TA
5,57,228,TA
10,34,138,TA
5,27,93,TA
9,28,117,TA
10,43,165,TA
6,74,272,TA
5,74,335,TA
10,18,50,TA
9,54,207,TA
5,53,218,TA
6,47,185,TA
9,22,81,TA
9,25,110,TA
5,54,231,GA
7,44,161,TA
6,38,166,TA
8,66,264,TA
6,53,215,TA
7,12,29,TA
7,27,100,TA
7,21,77,TA
6,11,27,TA
8,58,239,TA
9,53,185,TA
5,11,30,TA
6,29,84,TA
9,21,79,TA
6,66,277,TA
5,42,163,TA
5,55,241,TA
6,77,325,TA
5,48,184,TA
7,60,233,TA
8,77,279,TA
7,77,308,TA
9,65,261,GA
7,69,267,TA
7,13,44,TA
10,32,108,TA
6,55,223,TA
9,52,207,TA
9,37,121,TA
9,57,200,TA
7,58,256,GA
8,65,271,TA
8,3,1,TA
5,2,1,TA
8,79,321,TA
6,20,62,TA
5,25,99,TA
9,2,0,TA
7,5,2,TA
5,37,143,TA
7,12,25,TA
9,39,154,TA
9,36,154,TA
9,51,164,GA
6,21,59,TA
5,25,106,TA
8,5,7,TA
5,37,122,TA
9,27,106,TA
6,40,148,TA
6,49,189,TA
5,49,200,TA
5,3,1,TA
5,19,79,TA
7,52,196,TA
6,45,178,TA
10,54,202,TA
9,7,14,TA
6,27,93,TA
6,56,250,TA
6,77,329,TA
5,36,154,GA
9,17,51,TA
7,76,338,TA
9,54,215,TA
9,39,154,TA
6,77,316,TA
10,70,269,TA
9,30,125,TA
10,34,143,TA
7,31,123,TA
1,40,142,TA
2,67,287,GA
1,55,252,TA
1,21,67,TA
3,64,225,GA
3,55,243,GA
1,75,325,TA
2,59,288,GA
5,10,36,TA
2,39,145,GA
2,62,270,GA
2,9,12,GA
1,62,298,TA
1,78,313,TA
3,60,277,GA
3,14,61,TA
2,23,72,TA
4,21,84,GA
4,21,67,GA
1,47,195,TA
4,21,73,TA
4,37,129,TA
3,65,273,TA
1,37,164,TA
3,45,188,GA
4,10,18,TA
2,26,85,TA
4,62,278,GA
4,55,224,TA
5,67,294,TA
3,2,1,TA
4,47,191,TA
4,30,106,TA
4,72,275,TA
3,35,141,TA
4,27,116,TA
4,25,91,TA
2,28,84,GA
1,8,7,TA
1,10,33,TA
4,54,220,TA
3,41,157,TA
5,15,47,TA
5,32,151,TA
2,6,10,GA
1,74,376,TA
5,48,192,TA
3,32,118,GA
4,31,122,TA
4,64,283,TA
3,1,0,TA
2,18,64,GA
3,72,294,TA
2,29,93,GA
5,48,198,TA
3,52,222,TA
4,49,220,GA
1,24,99,TA
2,1,0,TA
2,29,94,GA
3,18,51,TA
4,28,103,GA
2,75,289,TA
5,4,3,TA
1,59,229,TA
1,74,312,TA
5,80,356,TA
2,7,14,GA
2,48,189,GA
5,44,193,TA
3,64,275,GA
4,45,213,TA
4,39,172,TA
3,49,191,GA
1,80,349,TA
4,74,267,GA
1,28,72,TA
2,26,92,GA
1,71,277,TA
5,73,297,GA
2,67,261,TA
4,16,64,TA
2,56,210,GA
4,64,266,TA
2,36,153,GA
5,79,347,TA
5,57,234,TA
3,67,301,TA
5,66,267,TA
3,20,56,TA
4,70,295,TA
2,41,172,GA
2,15,35,GA
4,70,276,GA
2,78,342,GA
1,48,144,TA
5,34,124,TA
2,37,156,GA
4,24,100,TA
2,53,218,GA
2,38,173,GA
1,46,209,TA
2,70,253,TA
5,54,230,TA
3,29,110,GA
